114,16.72,1673,KOTA PAGAR ALAM,16,16.72,16.72
115,16.73,1674,KOTA LUBUK LINGGAU,16,16.73,16.73
116,17.01,1701,KAB. BENGKULU SELATAN,17,17.01,17.01
117,17.02,1702,KAB. REJANG LEBONG,17,17.02,17.02
118,17.03,1703,KAB. BENGKULU UTARA,17,17.03,17.03
119,17.04,1704,KAB. KAUR,17,17.04,17.04
120,17.05,1705,KAB. SELUMA,17,17.05,17.05
121,17.06,1706,KAB. MUKO MUKO,17,17.06,17.06
122,17.07,1707,KAB. LEBONG,17,17.07,17.07
123,17.08,1708,KAB. KEPAHIANG,17,17.08,17.08
124,17.09,1709,KAB. BENGKULU TENGAH,17,17.09,17.09
125,17.71,1771,KOTA BENGKULU,17,17.71,17.71
126,18.04,1801,KAB. LAMPUNG BARAT,18,18.04,18.04
127,18.06,1802,KAB. TANGGAMUS,18,18.06,18.06
128,18.01,1803,KAB. LAMPUNG SELATAN,18,18.01,18.01
129,18.07,1804,KAB. LAMPUNG TIMUR,18,18.07,18.07
130,18.02,1805,KAB. LAMPUNG TENGAH,18,18.02,18.02
131,18.03,1806,KAB. LAMPUNG UTARA,18,18.03,18.03
132,18.08,1807,KAB. WAY KANAN,18,18.08,18.08
133,18.05,1808,KAB. TULANG BAWANG,18,18.05,18.05
134,18.09,1809,KAB. PESAWARAN,18,18.09,18.09
135,18.10,1810,KAB. PRINGSEWU,18,18.10,18.1
136,18.11,1811,KAB. MESUJI,18,18.11,18.11
137,18.12,1812,KAB. TULANG BAWANG BARAT,18,18.12,18.12
138,18.13,1813,KAB. PESISIR BARAT,18,18.13,18.13
139,18.71,1871,KOTA BANDAR LAMPUNG,18,18.71,18.71
140,18.72,1872,KOTA METRO,18,18.72,18.72
141,19.01,1901,KAB. BANGKA,19,19.01,19.01
142,19.02,1902,KAB. BELITUNG,19,19.02,19.02
143,19.05,1903,KAB. BANGKA BARAT,19,19.05,19.05
144,19.04,1904,KAB. BANGKA TENGAH,19,19.04,19.04
145,19.03,1905,KAB. BANGKA SELATAN,19,19.03,19.03
146,19.06,1906,KAB. BELITUNG TIMUR,19,19.06,19.06
147,19.71,1971,KOTA PANGKAL PINANG,19,19.71,19.71
148,21.02,2101,KAB. KARIMUN,21,21.02,21.02
149,21.01,2102,KAB. BINTAN,21,21.01,21.01
150,21.03,2103,KAB. NATUNA,21,21.03,21.03
151,21.04,2104,KAB. LINGGA,21,21.04,21.04
152,21.05,2105,KAB. KEPULAUAN ANAMBAS,21,21.05,21.05
153,21.71,2171,KOTA BATAM,21,21.71,21.71
154,21.72,2172,KOTA TANJUNG PINANG,21,21.72,21.72
155,31.01,3101,KAB. ADM. KEP. SERIBU,31,31.01,31.01
156,31.74,3171,KOTA ADM. JAKARTA SELATAN,31,31.74,31.74
157,31.75,3172,KOTA ADM. JAKARTA TIMUR,31,31.75,31.75
158,31.71,3173,KOTA ADM. JAKARTA PUSAT,31,31.71,31.71
159,31.73,3174,KOTA ADM. JAKARTA BARAT,31,31.73,31.73
160,31.72,3175,KOTA ADM. JAKARTA UTARA,31,31.72,31.72
161,32.01,3201,KAB. BOGOR,32,32.01,32.01
162,32.02,3202,KAB. SUKABUMI,32,32.02,32.02
163,32.03,3203,KAB. CIANJUR,32,32.03,32.03
164,32.04,3204,KAB. BANDUNG,32,32.04,32.04
165,32.05,3205,KAB. GARUT,32,32.05,32.05
166,32.06,3206,KAB. TASIKMALAYA,32,32.06,32.06
167,32.07,3207,KAB. CIAMIS,32,32.07,32.07
168,32.08,3208,KAB. KUNINGAN,32,32.08,32.08
169,32.09,3209,KAB. CIREBON,32,32.09,32.09
170,32.10,3210,KAB. MAJALENGKA,32,32.10,32.1
171,32.11,3211,KAB. SUMEDANG,32,32.11,32.11
172,32.12,3212,KAB. INDRAMAYU,32,32.12,32.12
173,32.13,3213,KAB. SUBANG,32,32.13,32.13
174,32.14,3214,KAB. PURWAKARTA,32,32.14,32.14
175,32.15,3215,KAB. KARAWANG,32,32.15,32.15
176,32.16,3216,KAB. BEKASI,32,32.16,32.16
177,32.17,3217,KAB. BANDUNG BARAT,32,32.17,32.17
178,32.18,3218,KAB. PANGANDARAN,32,32.18,32.18
179,32.71,3271,KOTA BOGOR,32,32.71,32.71
180,32.72,3272,KOTA SUKABUMI,32,32.72,32.72
181,32.73,3273,KOTA BANDUNG,32,32.73,32.73
182,32.74,3274,KOTA CIREBON,32,32.74,32.74
183,32.75,3275,KOTA BEKASI,32,32.75,32.75
184,32.76,3276,KOTA DEPOK,32,32.76,32.76
185,32.77,3277,KOTA CIMAHI,32,32.77,32.77
186,32.78,3278,KOTA TASIKMALAYA,32,32.78,32.78
187,32.79,3279,KOTA BANJAR,32,32.79,32.79
188,33.01,3301,KAB. CILACAP,33,33.01,33.01
189,33.02,3302,KAB. BANYUMAS,33,33.02,33.02
190,33.03,3303,KAB. PURBALINGGA,33,33.03,33.03
191,33.04,3304,KAB. BANJARNEGARA,33,33.04,33.04
192,33.05,3305,KAB. KEBUMEN,33,33.05,33.05
193,33.06,3306,KAB. PURWOREJO,33,33.06,33.06
194,33.07,3307,KAB. WONOSOBO,33,33.07,33.07
195,33.08,3308,KAB. MAGELANG,33,33.08,33.08
196,33.09,3309,KAB. BOYOLALI,33,33.09,33.09
197,33.10,3310,KAB. KLATEN,33,33.10,33.1
198,33.11,3311,KAB. SUKOHARJO,33,33.11,33.11
199,33.12,3312,KAB. WONOGIRI,33,33.12,33.12
200,33.13,3313,KAB. KARANGANYAR,33,33.13,33.13
201,33.14,3314,KAB. SRAGEN,33,33.14,33.14
202,33.15,3315,KAB. GROBOGAN,33,33.15,33.15
203,33.16,3316,KAB. BLORA,33,33.16,33.16
204,33.17,3317,KAB. REMBANG,33,33.17,33.17
205,33.18,3318,KAB. PATI,33,33.18,33.18
206,33.19,3319,KAB. KUDUS,33,33.19,33.19
207,33.20,3320,KAB. JEPARA,33,33.20,33.2
208,33.21,3321,KAB. DEMAK,33,33.21,33.21
209,33.22,3322,KAB. SEMARANG,33,33.22,33.22
210,33.23,3323,KAB. TEMANGGUNG,33,33.23,33.23
211,33.24,3324,KAB. KENDAL,33,33.24,33.24
212,33.25,3325,KAB. BATANG,33,33.25,33.25
213,33.26,3326,KAB. PEKALONGAN,33,33.26,33.26
214,33.27,3327,KAB. PEMALANG,33,33.27,33.27
215,33.28,3328,KAB. TEGAL,33,33.28,33.28
216,33.29,3329,KAB. BREBES,33,33.29,33.29
217,33.71,3371,KOTA MAGELANG,33,33.71,33.71
218,33.72,3372,KOTA SURAKARTA,33,33.72,33.72
219,33.73,3373,KOTA SALATIGA,33,33.73,33.73
220,33.74,3374,KOTA SEMARANG,33,33.74,33.74
221,33.75,3375,KOTA PEKALONGAN,33,33.75,33.75
222,33.76,3376,KOTA TEGAL,33,33.76,33.76
223,34.01,3401,KAB. KULON PROGO,34,34.01,34.01
224,34.02,3402,KAB. BANTUL,34,34.02,34.02
225,34.03,3403,KAB. GUNUNGKIDUL,34,34.03,34.03
226,34.04,3404,KAB. SLEMAN,34,34.04,34.04
227,34.71,3471,KOTA YOGYAKARTA,34,34.71,34.71
228,35.01,3501,KAB. PACITAN,35,35.01,35.01
229,35.02,3502,KAB. PONOROGO,35,35.02,35.02
230,35.03,3503,KAB. TRENGGALEK,35,35.03,35.03
231,35.04,3504,KAB. TULUNGAGUNG,35,35.04,35.04
232,35.05,3505,KAB. BLITAR,35,35.05,35.05
233,35.06,3506,KAB. KEDIRI,35,35.06,35.06
234,35.07,3507,KAB. MALANG,35,35.07,35.07
235,35.08,3508,KAB. LUMAJANG,35,35.08,35.08
236,35.09,3509,KAB. JEMBER,35,35.09,35.09
237,35.10,3510,KAB. BANYUWANGI,35,35.10,35.1
238,35.11,3511,KAB. BONDOWOSO,35,35.11,35.11
239,35.12,3512,KAB. SITUBONDO,35,35.12,35.12
240,35.13,3513,KAB. PROBOLINGGO,35,35.13,35.13
241,35.14,3514,KAB. PASURUAN,35,35.14,35.14
242,35.15,3515,KAB. SIDOARJO,35,35.15,35.15
243,35.16,3516,KAB. MOJOKERTO,35,35.16,35.16
244,35.17,3517,KAB. JOMBANG,35,35.17,35.17
245,35.18,3518,KAB. NGANJUK,35,35.18,35.18
246,35.19,3519,KAB. MADIUN,35,35.19,35.19
247,35.20,3520,KAB. MAGETAN,35,35.20,35.2
248,35.21,3521,KAB. NGAWI,35,35.21,35.21
249,35.22,3522,KAB. BOJONEGORO,35,35.22,35.22
250,35.23,3523,KAB. TUBAN,35,35.23,35.23
251,35.24,3524,KAB. LAMONGAN,35,35.24,35.24
252,35.25,3525,KAB. GRESIK,35,35.25,35.25
253,35.26,3526,KAB. BANGKALAN,35,35.26,35.26
254,35.27,3527,KAB. SAMPANG,35,35.27,35.27
255,35.28,3528,KAB. PAMEKASAN,35,35.28,35.28
256,35.29,3529,KAB. SUMENEP,35,35.29,35.29
257,35.71,3571,KOTA KEDIRI,35,35.71,35.71
258,35.72,3572,KOTA BLITAR,35,35.72,35.72
259,35.73,3573,KOTA MALANG,35,35.73,35.73
260,35.74,3574,KOTA PROBOLINGGO,35,35.74,35.74
261,35.75,3575,KOTA PASURUAN,35,35.75,35.75
262,35.76,3576,KOTA MOJOKERTO,35,35.76,35.76
263,35.77,3577,KOTA MADIUN,35,35.77,35.77
264,35.78,3578,KOTA SURABAYA,35,35.78,35.78
265,35.79,3579,KOTA BATU,35,35.79,35.79
266,36.01,3601,KAB. PANDEGLANG,36,36.01,36.01
267,36.02,3602,KAB. LEBAK,36,36.02,36.02
268,36.03,3603,KAB. TANGERANG,36,36.03,36.03
269,36.04,3604,KAB. SERANG,36,36.04,36.04
270,36.71,3671,KOTA TANGERANG,36,36.71,36.71
271,36.72,3672,KOTA CILEGON,36,36.72,36.72
272,36.73,3673,KOTA SERANG,36,36.73,36.73
273,36.74,3674,KOTA TANGERANG SELATAN,36,36.74,36.74
274,51.01,5101,KAB. JEMBRANA,51,51.01,51.01
275,51.02,5102,KAB. TABANAN,51,51.02,51.02
276,51.03,5103,KAB. BADUNG,51,51.03,51.03
277,51.04,5104,KAB. GIANYAR,51,51.04,51.04
278,51.05,5105,KAB. KLUNGKUNG,51,51.05,51.05
279,51.06,5106,KAB. BANGLI,51,51.06,51.06
280,51.07,5107,KAB. KARANGASEM,51,51.07,51.07
281,51.08,5108,KAB. BULELENG,51,51.08,51.08
282,51.71,5171,KOTA DENPASAR,51,51.71,51.71
283,52.01,5201,KAB. LOMBOK BARAT,52,52.01,52.01
284,52.02,5202,KAB. LOMBOK TENGAH,52,52.02,52.02
285,52.03,5203,KAB. LOMBOK TIMUR,52,52.03,52.03
286,52.04,5204,KAB. SUMBAWA,52,52.04,52.04
287,52.05,5205,KAB. DOMPU,52,52.05,52.05
288,52.06,5206,KAB. BIMA,52,52.06,52.06
289,52.07,5207,KAB. SUMBAWA BARAT,52,52.07,52.07
290,52.08,5208,KAB. LOMBOK UTARA,52,52.08,52.08
291,52.71,5271,KOTA MATARAM,52,52.71,52.71
292,52.72,5272,KOTA BIMA,52,52.72,52.72
293,53.12,5301,KAB. SUMBA BARAT,53,53.12,53.12
294,53.11,5302,KAB. SUMBA TIMUR,53,53.11,53.11
295,53.01,5303,KAB. KUPANG,53,53.01,53.01
296,53.02,5304,KAB TIMOR TENGAH SELATAN,53,53.02,53.02
297,53.03,5305,KAB. TIMOR TENGAH UTARA,53,53.03,53.03
298,53.04,5306,KAB. BELU,53,53.04,53.04
299,53.05,5307,KAB. ALOR,53,53.05,53.05
300,53.13,5308,KAB. LEMBATA,53,53.13,53.13
301,53.06,5309,KAB. FLORES TIMUR,53,53.06,53.06
302,53.07,5310,KAB. SIKKA,53,53.07,53.07
303,53.08,5311,KAB. ENDE,53,53.08,53.08
304,53.09,5312,KAB. NGADA,53,53.09,53.09
305,53.10,5313,KAB. MANGGARAI,53,53.10,53.1
306,53.14,5314,KAB. ROTE NDAO,53,53.14,53.14
307,53.15,5315,KAB. MANGGARAI BARAT,53,53.15,53.15
308,53.17,5316,KAB. SUMBA TENGAH,53,53.17,53.17
309,53.18,5317,KAB. SUMBA BARAT DAYA,53,53.18,53.18
310,53.16,5318,KAB. NAGEKEO,53,53.16,53.16
311,53.19,5319,KAB. MANGGARAI TIMUR,53,53.19,53.19
312,53.20,5320,KAB. SABU RAIJUA,53,53.20,53.2
313,53.21,5321,KAB. MALAKA,53,53.21,53.21
314,53.71,5371,KOTA KUPANG,53,53.71,53.71
315,61.01,6101,KAB. SAMBAS,61,61.01,61.01
316,61.07,6102,KAB. BENGKAYANG,61,61.07,61.07
317,61.08,6103,KAB. LANDAK,61,61.08,61.08
318,61.02,6104,KAB. MEMPAWAH,61,61.02,61.02
319,61.03,6105,KAB. SANGGAU,61,61.03,61.03
320,61.04,6106,KAB. KETAPANG,61,61.04,61.04
321,61.05,6107,KAB. SINTANG,61,61.05,61.05
322,61.06,6108,KAB. KAPUAS HULU,61,61.06,61.06
323,61.09,6109,KAB. SEKADAU,61,61.09,61.09
324,61.10,6110,KAB. MELAWI,61,61.10,61.1
325,61.11,6111,KAB. KAYONG UTARA,61,61.11,61.11
326,61.12,6112,KAB. KUBU RAYA,61,61.12,61.12
327,61.71,6171,KOTA PONTIANAK,61,61.71,61.71
328,61.72,6172,KOTA SINGKAWANG,61,61.72,61.72
329,62.01,6201,KAB. KOTAWARINGIN BARAT,62,62.01,62.01
330,62.02,6202,KAB. KOTAWARINGIN TIMUR,62,62.02,62.02
331,62.03,6203,KAB. KAPUAS,62,62.03,62.03
332,62.04,6204,KAB. BARITO SELATAN,62,62.04,62.04
333,62.05,6205,KAB. BARITO UTARA,62,62.05,62.05
334,62.08,6206,KAB. SUKAMARA,62,62.08,62.08
335,62.09,6207,KAB. LAMANDAU,62,62.09,62.09
336,62.07,6208,KAB. SERUYAN,62,62.07,62.07
337,62.06,6209,KAB. KATINGAN,62,62.06,62.06
338,62.11,6210,KAB. PULANG PISAU,62,62.11,62.11
339,62.10,6211,KAB. GUNUNG MAS,62,62.10,62.1
340,62.13,6212,KAB. BARITO TIMUR,62,62.13,62.13
341,62.12,6213,KAB. MURUNG RAYA,62,62.12,62.12
342,62.71,6271,KOTA PALANGKARAYA,62,62.71,62.71
343,63.01,6301,KAB. TANAH LAUT,63,63.01,63.01
344,63.02,6302,KAB. KOTABARU,63,63.02,63.02
345,63.03,6303,KAB. BANJAR,63,63.03,63.03
346,63.04,6304,KAB. BARITO KUALA,63,63.04,63.04
347,63.05,6305,KAB. TAPIN,63,63.05,63.05
348,63.06,6306,KAB. HULU SUNGAI SELATAN,63,63.06,63.06
349,63.07,6307,KAB. HULU SUNGAI TENGAH,63,63.07,63.07
350,63.08,6308,KAB. HULU SUNGAI UTARA,63,63.08,63.08
351,63.09,6309,KAB. TABALONG,63,63.09,63.09
352,63.10,6310,KAB. TANAH BUMBU,63,63.10,63.1
353,63.11,6311,KAB. BALANGAN,63,63.11,63.11
354,63.71,6371,KOTA BANJARMASIN,63,63.71,63.71
355,63.72,6372,KOTA BANJARBARU,63,63.72,63.72
356,64.01,6401,KAB. PASER,64,64.01,64.01
357,64.07,6402,KAB. KUTAI BARAT,64,64.07,64.07
358,64.02,6403,KAB. KUTAI KARTANEGARA,64,64.02,64.02
359,64.08,6404,KAB. KUTAI TIMUR,64,64.08,64.08
360,64.03,6405,KAB. BERAU,64,64.03,64.03
361,64.09,6409,KAB. PENAJAM PASER UTARA,64,64.09,64.09
362,64.11,6411,KAB. MAHAKAM ULU,64,64.11,64.11
363,64.71,6471,KOTA BALIKPAPAN,64,64.71,64.71
364,64.72,6472,KOTA SAMARINDA,64,64.72,64.72
365,64.74,6474,KOTA BONTANG,64,64.74,64.74
366,65.02,6501,KAB. MALINAU,65,65.02,65.02
367,65.01,6502,KAB. BULUNGAN,65,65.01,65.01
368,65.04,6503,KAB. TANA TIDUNG,65,65.04,65.04
369,65.03,6504,KAB. NUNUKAN,65,65.03,65.03
370,65.71,6571,KOTA TARAKAN,65,65.71,65.71
371,71.01,7101,KAB. BOLAANG MONGONDOW,71,71.01,71.01
372,71.02,7102,KAB. MINAHASA,71,71.02,71.02
373,71.03,7103,KAB. KEPULAUAN SANGIHE,71,71.03,71.03
374,71.04,7104,KAB. KEPULAUAN TALAUD,71,71.04,71.04
375,71.05,7105,KAB. MINAHASA SELATAN,71,71.05,71.05
376,71.06,7106,KAB. MINAHASA UTARA,71,71.06,71.06
377,71.08,7107,KAB. BOLAANG MONGONDOW UTARA,71,71.08,71.08
378,71.09,7108,KAB. KEP. SIAU TAGULANDANG BIARO,71,71.09,71.09
379,71.07,7109,KAB. MINAHASA TENGGARA,71,71.07,71.07
380,71.11,7110,KAB. BOLAANG MONGONDOW SELATAN,71,71.11,71.11
381,71.10,7111,KAB. BOLAANG MONGONDOW TIMUR,71,71.10,71.1
382,71.71,7171,KOTA MANADO,71,71.71,71.71
383,71.72,7172,KOTA BITUNG,71,71.72,71.72
384,71.73,7173,KOTA TOMOHON,71,71.73,71.73
385,71.74,7174,KOTA KOTAMOBAGU,71,71.74,71.74
386,72.07,7201,KAB. BANGGAI KEPULAUAN,72,72.07,72.07
387,72.01,7202,KAB. BANGGAI,72,72.01,72.01
388,72.06,7203,KAB. MOROWALI,72,72.06,72.06
389,72.02,7204,KAB. POSO,72,72.02,72.02
390,72.03,7205,KAB. DONGGALA,72,72.03,72.03
391,72.04,7206,KAB. TOLI TOLI,72,72.04,72.04
392,72.05,7207,KAB. BUOL,72,72.05,72.05
393,72.08,7208,KAB. PARIGI MOUTONG,72,72.08,72.08
394,72.09,7209,KAB. TOJO UNA UNA,72,72.09,72.09
395,72.10,7210,KAB. SIGI,72,72.10,72.1
396,72.11,7211,KAB. BANGGAI LAUT,72,72.11,72.11
397,72.12,7212,KAB. MOROWALI UTARA,72,72.12,72.12
398,72.71,7271,KOTA PALU,72,72.71,72.71
399,73.01,7301,KAB. KEPULAUAN SELAYAR,73,73.01,73.01
400,73.02,7302,KAB. BULUKUMBA,73,73.02,73.02
401,73.03,7303,KAB. BANTAENG,73,73.03,73.03
402,73.04,7304,KAB. JENEPONTO,73,73.04,73.04
403,73.05,7305,KAB. TAKALAR,73,73.05,73.05
404,73.06,7306,KAB. GOWA,73,73.06,73.06
405,73.07,7307,KAB. SINJAI,73,73.07,73.07
406,73.09,7308,KAB. MAROS,73,73.09,73.09
407,73.10,7309,KAB. PANGKAJENE KEPULAUAN,73,73.10,73.1
408,73.11,7310,KAB. BARRU,73,73.11,73.11
409,73.08,7311,KAB. BONE,73,73.08,73.08
410,73.12,7312,KAB. SOPPENG,73,73.12,73.12
411,73.13,7313,KAB. WAJO,73,73.13,73.13
412,73.14,7314,KAB. SIDENRENG RAPPANG,73,73.14,73.14
413,73.15,7315,KAB. PINRANG,73,73.15,73.15
414,73.16,7316,KAB. ENREKANG,73,73.16,73.16
415,73.17,7317,KAB. LUWU,73,73.17,73.17
416,73.18,7318,KAB. TANA TORAJA,73,73.18,73.18
417,73.22,7322,KAB. LUWU UTARA,73,73.22,73.22
418,73.24,7325,KAB. LUWU TIMUR,73,73.24,73.24
419,73.26,7326,KAB. TORAJA UTARA,73,73.26,73.26
420,73.71,7371,KOTA MAKASSAR,73,73.71,73.71
421,73.72,7372,KOTA PARE PARE,73,73.72,73.72
422,73.73,7373,KOTA PALOPO,73,73.73,73.73
423,74.04,7401,KAB. BUTON,74,74.04,74.04
424,74.03,7402,KAB. MUNA,74,74.03,74.03
425,74.02,7403,KAB. KONAWE,74,74.02,74.02
426,74.01,7404,KAB. KOLAKA,74,74.01,74.01
427,74.05,7405,KAB. KONAWE SELATAN,74,74.05,74.05
428,74.06,7406,KAB. BOMBANA,74,74.06,74.06
429,74.07,7407,KAB. WAKATOBI,74,74.07,74.07
430,74.08,7408,KAB. KOLAKA UTARA,74,74.08,74.08
431,74.10,7409,KAB. BUTON UTARA,74,74.10,74.1
432,74.09,7410,KAB. KONAWE UTARA,74,74.09,74.09
433,74.11,7411,KAB. KOLAKA TIMUR,74,74.11,74.11
434,74.12,7412,KAB. KONAWE KEPULAUAN,74,74.12,74.12
435,74.13,7413,KAB. MUNA BARAT,74,74.13,74.13
436,74.14,7414,KAB. BUTON TENGAH,74,74.14,74.14
437,74.15,7415,KAB. BUTON SELATAN,74,74.15,74.15
438,74.71,7471,KOTA KENDARI,74,74.71,74.71
